eventIndex,eventId,title,chronology,summary,locations,people,likelyImageSubjects,recommendedTrustedDomains,suggestedSearchQueries,discoveryStatus,historicalVerificationSources,imageCandidate1,imageCandidate2,unresolvedReason,mojibakeSuspected
149,thanh-lap-lien-minh-nhan-dan-viet-mien-lao,Thành lập Liên minh nhân dân Việt – Miên - Lào,Năm 1951,"Năm 1951, Liên minh nhân dân Việt – Miên - Lào được thành lập trên cơ sở tự nguyện, bình đẳng và tôn trọng chủ quyền của nhau.","[""Lào"", ""Miên"", ""Việt Nam""]",[],"[""Thành lập Liên minh nhân dân Việt – Miên - Lào"", ""Thành lập Liên minh nhân dân Việt – Miên - Lào Năm 1951"", ""Thành lập Liên minh nhân dân Việt – Miên - Lào Lào"", ""Thành lập Liên minh nhân dân Việt – Miên - Lào Trên cơ sở tự nguyện, bình đẳng, tôn trọng chủ quyền Thành lập năm 1951"", ""Thành lập Liên minh nhân dân Việt – Miên - Lào ảnh tư liệu"", ""Thành lập Liên minh nhân dân Việt – Miên - Lào chiến dịch""]","[""btlsqsvn.org.vn"", ""qdnd.vn"", ""nhandan.vn"", ""vietnamplus.vn"", ""hochiminh.vn"", ""baotanglichsu.vn"", ""luutru.gov.vn"", ""loc.gov"", ""archives.gov""]","[""Thành lập Liên minh nhân dân Việt – Miên - Lào"", ""Thành lập Liên minh nhân dân Việt – Miên - Lào Năm 1951"", ""Thành lập Liên minh nhân dân Việt – Miên - Lào Lào"", ""Thành lập Liên minh nhân dân Việt – Miên - Lào Trên cơ sở tự nguyện, bình đẳng, tôn trọng chủ quyền Thành lập năm 1951"", ""Thành lập Liên minh nhân dân Việt – Miên - Lào ảnh tư liệu"", ""Thành lập Liên minh nhân dân Việt – Miên - Lào chiến dịch""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
150,cuoc-van-dong-san-xuat-va-tiet-kiem-1952,Cuộc vận động sản xuất và tiết kiệm,Năm 1952,"Năm 1952, cuộc vận động sản xuất và tiết kiệm được phát động, đã trở thành một phong trào quần chúng sôi nổi, lôi cuốn mọi ngành, mọi giới tham gia. Các ngành kinh tế cơ bản đáp ứng được yêu cầu của cuộc kháng chiến và đời sống nhân dân.",[],[],"[""Cuộc vận động sản xuất và tiết kiệm"", ""Cuộc vận động sản xuất và tiết kiệm Năm 1952"", ""Cuộc vận động sản xuất và tiết kiệm Việt Nam từ năm 1945 đến năm 1954"", ""Cuộc vận động sản xuất và tiết kiệm Đáp ứng yêu cầu kháng chiến và đời sống nhân dân Là phong trào quần chúng sôi nổi"", ""Cuộc vận động sản xuất và tiết kiệm ảnh tư liệu"", ""Cuộc vận động sản xuất và tiết kiệm chiến dịch""]","[""btlsqsvn.org.vn"", ""qdnd.vn"", ""nhandan.vn"", ""vietnamplus.vn"", ""hochiminh.vn"", ""baotanglichsu.vn"", ""luutru.gov.vn"", ""loc.gov"", ""archives.gov""]","[""Cuộc vận động sản xuất và tiết kiệm"", ""Cuộc vận động sản xuất và tiết kiệm Năm 1952"", ""Cuộc vận động sản xuất và tiết kiệm Việt Nam từ năm 1945 đến năm 1954"", ""Cuộc vận động sản xuất và tiết kiệm Đáp ứng yêu cầu kháng chiến và đời sống nhân dân Là phong trào quần chúng sôi nổi"", ""Cuộc vận động sản xuất và tiết kiệm ảnh tư liệu"", ""Cuộc vận động sản xuất và tiết kiệm chiến dịch""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
151,dai-hoi-chien-si-thi-dua-can-bo-guong-mau-toan-quoc-lan-thu-nhat-1952,Đại hội Chiến sĩ thi đua và Cán bộ gương mẫu toàn quốc lần thứ nhất,1952,"Giữa lúc cuộc kháng chiến đang diễn ra quyết liệt, Đại hội Chiến sĩ thi đua và Cán bộ gương mẫu toàn quốc lần thứ nhất được tổ chức tại chiến khu Việt Bắc (1952), đã tuyên dương những anh hùng đầu tiên tiêu biểu cho phong trào thi đua yêu nước của cả nước. Tại Đại hội, Chủ tịch Hồ Chí Minh khẳng định: “Thi đua là yêu nước, yêu nước thì phải thi đua"".",[],[],"[""Đại hội Chiến sĩ thi đua và Cán bộ gương mẫu toàn quốc lần thứ nhất"", ""Đại hội Chiến sĩ thi đua và Cán bộ gương mẫu toàn quốc lần thứ nhất 1952"", ""Đại hội Chiến sĩ thi đua và Cán bộ gương mẫu toàn quốc lần thứ nhất Việt Nam từ năm 1945 đến năm 1954"", ""Đại hội Chiến sĩ thi đua và Cán bộ gương mẫu toàn quốc lần thứ nhất Tuyên dương các anh hùng thi đua Tổ chức năm 1952"", ""Đại hội Chiến sĩ thi đua và Cán bộ gương mẫu toàn quốc lần thứ nhất ảnh tư liệu"", ""Đại hội Chiến sĩ thi đua và Cán bộ gương mẫu toàn quốc lần thứ nhất chiến dịch""]","[""btlsqsvn.org.vn"", ""qdnd.vn"", ""nhandan.vn"", ""vietnamplus.vn"", ""hochiminh.vn"", ""baotanglichsu.vn"", ""luutru.gov.vn"", ""loc.gov"", ""archives.gov""]","[""Đại hội Chiến sĩ thi đua và Cán bộ gương mẫu toàn quốc lần thứ nhất"", ""Đại hội Chiến sĩ thi đua và Cán bộ gương mẫu toàn quốc lần thứ nhất 1952"", ""Đại hội Chiến sĩ thi đua và Cán bộ gương mẫu toàn quốc lần thứ nhất Việt Nam từ năm 1945 đến năm 1954"", ""Đại hội Chiến sĩ thi đua và Cán bộ gương mẫu toàn quốc lần thứ nhất Tuyên dương các anh hùng thi đua Tổ chức năm 1952"", ""Đại hội Chiến sĩ thi đua và Cán bộ gương mẫu toàn quốc lần thứ nhất ảnh tư liệu"", ""Đại hội Chiến sĩ thi đua và Cán bộ gương mẫu toàn quốc lần thứ nhất chiến dịch""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
152,ke-hoach-na-va-1953,Kế hoạch Na-va,Tháng 7 – 1953,"Được sự thoả thuận của Mỹ, tháng 7 – 1953, thực dân Pháp để ra Kế hoạch Na-va với hi vọng trong vòng 18 tháng giành một thắng lợi quân sự quyết định để kết thúc chiến tranh trong danh dự.",[],[],"[""Kế hoạch Na-va"", ""Kế hoạch Na-va Tháng 7 – 1953"", ""Kế hoạch Na-va Cuộc kháng chiến chống thực dân Pháp"", ""Kế hoạch Na-va Do Pháp đề ra, có sự thoả thuận của Mỹ Mục tiêu: giành thắng lợi quân sự quyết định trong 18 tháng"", ""Kế hoạch Na-va ảnh tư liệu"", ""Kế hoạch Na-va chiến dịch""]","[""btlsqsvn.org.vn"", ""qdnd.vn"", ""nhandan.vn"", ""vietnamplus.vn"", ""hochiminh.vn"", ""baotanglichsu.vn"", ""luutru.gov.vn"", ""loc.gov"", ""archives.gov""]","[""Kế hoạch Na-va"", ""Kế hoạch Na-va Tháng 7 – 1953"", ""Kế hoạch Na-va Cuộc kháng chiến chống thực dân Pháp"", ""Kế hoạch Na-va Do Pháp đề ra, có sự thoả thuận của Mỹ Mục tiêu: giành thắng lợi quân sự quyết định trong 18 tháng"", ""Kế hoạch Na-va ảnh tư liệu"", ""Kế hoạch Na-va chiến dịch""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
153,quoc-hoi-thong-qua-luat-cai-cach-ruong-dat-1953,Quốc hội thông qua Luật Cải cách ruộng đất và quyết định tiến hành cải cách ruộng đất,Tháng 12 – 1953,"Tháng 12 – 1953, Quốc hội thông qua Luật Cải cách ruộng đất và quyết định tiến hành cải cách ruộng đất ở vùng tự do.",[],[],"[""Quốc hội thông qua Luật Cải cách ruộng đất và quyết định tiến hành cải cách ruộng đất"", ""Quốc hội thông qua Luật Cải cách ruộng đất và quyết định tiến hành cải cách ruộng đất Tháng 12 – 1953"", ""Quốc hội thông qua Luật Cải cách ruộng đất và quyết định tiến hành cải cách ruộng đất Việt Nam từ năm 1945 đến năm 1954"", ""Quốc hội thông qua Luật Cải cách ruộng đất và quyết định tiến hành cải cách ruộng đất Do Quốc hội thông qua Thông qua tháng 12-1953"", ""Quốc hội thông qua Luật Cải cách ruộng đất và quyết định tiến hành cải cách ruộng đất ảnh tư liệu"", ""Quốc hội thông qua Luật Cải cách ruộng đất và quyết định tiến hành cải cách ruộng đất chiến dịch""]","[""btlsqsvn.org.vn"", ""qdnd.vn"", ""nhandan.vn"", ""vietnamplus.vn"", ""hochiminh.vn"", ""baotanglichsu.vn"", ""luutru.gov.vn"", ""loc.gov"", ""archives.gov""]","[""Quốc hội thông qua Luật Cải cách ruộng đất và quyết định tiến hành cải cách ruộng đất"", ""Quốc hội thông qua Luật Cải cách ruộng đất và quyết định tiến hành cải cách ruộng đất Tháng 12 – 1953"", ""Quốc hội thông qua Luật Cải cách ruộng đất và quyết định tiến hành cải cách ruộng đất Việt Nam từ năm 1945 đến năm 1954"", ""Quốc hội thông qua Luật Cải cách ruộng đất và quyết định tiến hành cải cách ruộng đất Do Quốc hội thông qua Thông qua tháng 12-1953"", ""Quốc hội thông qua Luật Cải cách ruộng đất và quyết định tiến hành cải cách ruộng đất ảnh tư liệu"", ""Quốc hội thông qua Luật Cải cách ruộng đất và quyết định tiến hành cải cách ruộng đất chiến dịch""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
154,cuoc-tien-cong-chien-luoc-dong-xuan-1953-1954,Cuộc Tiến công chiến lược Đông - Xuân 1953 - 1954,Đông - Xuân 1953 - 1954,"Cuộc Tiến công chiến lược Đông - Xuân 1953 - 1954 của quân dân Việt Nam đã làm phá sản bước đầu Kế hoạch Na-va, đồng thời chuẩn bị về vật chất và tinh thần để mở chiến dịch Điện Biên Phủ.",[],[],"[""Cuộc Tiến công chiến lược Đông - Xuân 1953 - 1954"", ""Cuộc Tiến công chiến lược Đông - Xuân 1953 - 1954 Đông - Xuân 1953 - 1954"", ""Cuộc Tiến công chiến lược Đông - Xuân 1953 - 1954 Cuộc kháng chiến chống thực dân Pháp"", ""Cuộc Tiến công chiến lược Đông - Xuân 1953 - 1954 Diễn ra trong Đông - Xuân 1953 - 1954 Chuẩn bị cho Chiến dịch Điện Biên Phủ"", ""Cuộc Tiến công chiến lược Đông - Xuân 1953 - 1954 ảnh tư liệu"", ""Cuộc Tiến công chiến lược Đông - Xuân 1953 - 1954 chiến dịch""]","[""btlsqsvn.org.vn"", ""qdnd.vn"", ""nhandan.vn"", ""vietnamplus.vn"", ""hochiminh.vn"", ""baotanglichsu.vn"", ""luutru.gov.vn"", ""loc.gov"", ""archives.gov""]","[""Cuộc Tiến công chiến lược Đông - Xuân 1953 - 1954"", ""Cuộc Tiến công chiến lược Đông - Xuân 1953 - 1954 Đông - Xuân 1953 - 1954"", ""Cuộc Tiến công chiến lược Đông - Xuân 1953 - 1954 Cuộc kháng chiến chống thực dân Pháp"", ""Cuộc Tiến công chiến lược Đông - Xuân 1953 - 1954 Diễn ra trong Đông - Xuân 1953 - 1954 Chuẩn bị cho Chiến dịch Điện Biên Phủ"", ""Cuộc Tiến công chiến lược Đông - Xuân 1953 - 1954 ảnh tư liệu"", ""Cuộc Tiến công chiến lược Đông - Xuân 1953 - 1954 chiến dịch""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
155,cai-cach-ruong-dat-mien-bac,"Hoàn thành cải cách ruộng đất, khôi phục kinh tế ở miền Bắc",1954 - 1960,"Nhân dân miền Bắc hoàn thành cải cách ruộng đất, khôi phục kinh tế, hàn gắn vết thương chiến tranh và cải tạo quan hệ sản xuất, bước đầu phát triển kinh tế – xã hội.","[""miền Bắc""]",[],"[""Hoàn thành cải cách ruộng đất, khôi phục kinh tế ở miền Bắc"", ""Hoàn thành cải cách ruộng đất, khôi phục kinh tế ở miền Bắc 1954 - 1960"", ""Hoàn thành cải cách ruộng đất, khôi phục kinh tế ở miền Bắc miền Bắc"", ""Hoàn thành cải cách ruộng đất, khôi phục kinh tế ở miền Bắc Cải tạo quan hệ sản xuất Khôi phục kinh tế, hàn gắn vết thương chiến tranh"", ""Hoàn thành cải cách ruộng đất, khôi phục kinh tế ở miền Bắc ảnh tư liệu"", ""Hoàn thành cải cách ruộng đất, khôi phục kinh tế ở miền Bắc chiến dịch""]","[""btlsqsvn.org.vn"", ""qdnd.vn"", ""nhandan.vn"", ""vietnamplus.vn"", ""hochiminh.vn"", ""baotanglichsu.vn"", ""luutru.gov.vn"", ""loc.gov"", ""archives.gov""]","[""Hoàn thành cải cách ruộng đất, khôi phục kinh tế ở miền Bắc"", ""Hoàn thành cải cách ruộng đất, khôi phục kinh tế ở miền Bắc 1954 - 1960"", ""Hoàn thành cải cách ruộng đất, khôi phục kinh tế ở miền Bắc miền Bắc"", ""Hoàn thành cải cách ruộng đất, khôi phục kinh tế ở miền Bắc Cải tạo quan hệ sản xuất Khôi phục kinh tế, hàn gắn vết thương chiến tranh"", ""Hoàn thành cải cách ruộng đất, khôi phục kinh tế ở miền Bắc ảnh tư liệu"", ""Hoàn thành cải cách ruộng đất, khôi phục kinh tế ở miền Bắc chiến dịch""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
156,chien-tranh-bao-ve-doc-lap-dan-toc-va-chu-quyen-quoc-gia-o-dong-duong,Chiến tranh bảo vệ độc lập dân tộc và chủ quyền quốc gia ở Đông Dương,1954 - 1975,"Từ năm 1954, sau khi Mỹ can thiệp vào Đông Dương, nhân dân ba nước Đông Dương (Việt Nam, Lào, Cam-pu-chia) phải tiếp tục tiến hành cuộc chiến tranh bảo vệ nền độc lập dân tộc và chủ quyền quốc gia.","[""Cam-pu-chia"", ""Lào"", ""Việt Nam"", ""Đông Dương""]",[],"[""Chiến tranh bảo vệ độc lập dân tộc và chủ quyền quốc gia ở Đông Dương"", ""Chiến tranh bảo vệ độc lập dân tộc và chủ quyền quốc gia ở Đông Dương 1954 - 1975"", ""Chiến tranh bảo vệ độc lập dân tộc và chủ quyền quốc gia ở Đông Dương Cam-pu-chia"", ""Chiến tranh bảo vệ độc lập dân tộc và chủ quyền quốc gia ở Đông Dương Diễn ra từ 1954 Là cuộc chiến đấu quyết liệt nhất"", ""Chiến tranh bảo vệ độc lập dân tộc và chủ quyền quốc gia ở Đông Dương ảnh tư liệu"", ""Chiến tranh bảo vệ độc lập dân tộc và chủ quyền quốc gia ở Đông Dương chiến dịch""]","[""btlsqsvn.org.vn"", ""qdnd.vn"", ""nhandan.vn"", ""vietnamplus.vn"", ""hochiminh.vn"", ""baotanglichsu.vn"", ""luutru.gov.vn"", ""loc.gov"", ""archives.gov""]","[""Chiến tranh bảo vệ độc lập dân tộc và chủ quyền quốc gia ở Đông Dương"", ""Chiến tranh bảo vệ độc lập dân tộc và chủ quyền quốc gia ở Đông Dương 1954 - 1975"", ""Chiến tranh bảo vệ độc lập dân tộc và chủ quyền quốc gia ở Đông Dương Cam-pu-chia"", ""Chiến tranh bảo vệ độc lập dân tộc và chủ quyền quốc gia ở Đông Dương Diễn ra từ 1954 Là cuộc chiến đấu quyết liệt nhất"", ""Chiến tranh bảo vệ độc lập dân tộc và chủ quyền quốc gia ở Đông Dương ảnh tư liệu"", ""Chiến tranh bảo vệ độc lập dân tộc và chủ quyền quốc gia ở Đông Dương chiến dịch""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
157,giai-doan-khang-chien-chong-my-1954-1960,"Giai đoạn 1954 - 1960 của cuộc kháng chiến chống Mỹ, cứu nước",1954 - 1960,"Trong giai đoạn 1954-1960, miền Bắc hoàn thành cải cách ruộng đất, khôi phục kinh tế và cải tạo quan hệ sản xuất. Miền Nam đấu tranh chống Mỹ – chính quyền Ngô Đình Diệm, đòi thi hành Hiệp định Giơ-ne-vơ, bảo vệ hoà bình, giữ gìn và phát triển lực lượng cách mạng, tiến tới phong trào Đồng khởi.","[""miền Bắc"", ""miền Nam""]",[],"[""Giai đoạn 1954 - 1960 của cuộc kháng chiến chống Mỹ, cứu nước"", ""Giai đoạn 1954 - 1960 của cuộc kháng chiến chống Mỹ, cứu nước 1954 - 1960"", ""Giai đoạn 1954 - 1960 của cuộc kháng chiến chống Mỹ, cứu nước miền Bắc"", ""Giai đoạn 1954 - 1960 của cuộc kháng chiến chống Mỹ, cứu nước Hội nghị Trung ương 15 (1-1959) xác định con đường bạo lực cách mạng Miền Bắc hoàn thành cải cách ruộng đất, khôi phục kinh tế"", ""Giai đoạn 1954 - 1960 của cuộc kháng chiến chống Mỹ, cứu nước ảnh tư liệu"", ""Giai đoạn 1954 - 1960 của cuộc kháng chiến chống Mỹ, cứu nước chiến dịch""]","[""btlsqsvn.org.vn"", ""qdnd.vn"", ""nhandan.vn"", ""vietnamplus.vn"", ""hochiminh.vn"", ""baotanglichsu.vn"", ""luutru.gov.vn"", ""loc.gov"", ""archives.gov""]","[""Giai đoạn 1954 - 1960 của cuộc kháng chiến chống Mỹ, cứu nước"", ""Giai đoạn 1954 - 1960 của cuộc kháng chiến chống Mỹ, cứu nước 1954 - 1960"", ""Giai đoạn 1954 - 1960 của cuộc kháng chiến chống Mỹ, cứu nước miền Bắc"", ""Giai đoạn 1954 - 1960 của cuộc kháng chiến chống Mỹ, cứu nước Hội nghị Trung ương 15 (1-1959) xác định con đường bạo lực cách mạng Miền Bắc hoàn thành cải cách ruộng đất, khôi phục kinh tế"", ""Giai đoạn 1954 - 1960 của cuộc kháng chiến chống Mỹ, cứu nước ảnh tư liệu"", ""Giai đoạn 1954 - 1960 của cuộc kháng chiến chống Mỹ, cứu nước chiến dịch""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
158,khang-chien-chong-my-cuu-nuoc,"Cuộc kháng chiến chống Mỹ, cứu nước",1954-1975,"Cuộc kháng chiến chống Mỹ, cứu nước diễn ra từ năm 1954 đến năm 1975, trải qua nhiều giai đoạn với sự tham gia của nhân dân hai miền Nam - Bắc, nhằm hoàn thành cách mạng dân tộc dân chủ nhân dân và thống nhất đất nước.","[""miền Bắc"", ""Đông Nam Á"", ""Việt Nam"", ""miền Nam""]",[],"[""Cuộc kháng chiến chống Mỹ, cứu nước"", ""Cuộc kháng chiến chống Mỹ, cứu nước 1954-1975"", ""Cuộc kháng chiến chống Mỹ, cứu nước miền Bắc"", ""Cuộc kháng chiến chống Mỹ, cứu nước Lãnh đạo kháng chiến Kết thúc 21 năm chống Mỹ, 30 năm chiến tranh cách mạng"", ""Cuộc kháng chiến chống Mỹ, cứu nước ảnh tư liệu"", ""Cuộc kháng chiến chống Mỹ, cứu nước chiến dịch""]","[""btlsqsvn.org.vn"", ""qdnd.vn"", ""nhandan.vn"", ""vietnamplus.vn"", ""hochiminh.vn"", ""baotanglichsu.vn"", ""luutru.gov.vn"", ""loc.gov"", ""archives.gov""]","[""Cuộc kháng chiến chống Mỹ, cứu nước"", ""Cuộc kháng chiến chống Mỹ, cứu nước 1954-1975"", ""Cuộc kháng chiến chống Mỹ, cứu nước miền Bắc"", ""Cuộc kháng chiến chống Mỹ, cứu nước Lãnh đạo kháng chiến Kết thúc 21 năm chống Mỹ, 30 năm chiến tranh cách mạng"", ""Cuộc kháng chiến chống Mỹ, cứu nước ảnh tư liệu"", ""Cuộc kháng chiến chống Mỹ, cứu nước chiến dịch""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
